model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.85355913543907,0.8581753341576339,4.819871776995327,1.6275956734371875,6.447467450432514,1706.7711729091343,1954.131657150007
Base + Tweak,0.8636701581163939,0.9275077237987868,4.487083296231362,0.8319294419057441,5.319012738137106,1721.3074311111257,2396.791830384278
